"catch-difficulty","catch-phrase","color-1","color-2","creature-type","critterpedia-filename","critterpedia-image","description","furniture-filename","furniture-image","hha-base-points","hha-category","icon-filename","icon-image","id","lighting-type","movement-speed","name","nh-apr","nh-aug","nh-dec","nh-feb","nh-jan","nh-jul","nh-jun","nh-mar","nh-may","nh-nov","nh-oct","nh-sep","sell","sh-apr","sh-aug","sh-dec","sh-feb","sh-jan","sh-jul","sh-jun","sh-mar","sh-may","sh-nov","sh-oct","sh-sep","shadow","size","spawn-rates","surface","total-catches-to-unlock","vision","weather","where-how"
"Easy","I caught an angelfish! That other fish told me to do it!","Yellow","Black","Fish","FishAngelfish","https://acnhcdn.com/latest/BookFishIcon/FishAngelfishCropped.png","The angelfish is truly a beautiful creature. Just look at the elegance of those fins!Despite the name, however, these lovelies are known to be rather aggressive. They've no qualms about relentlessly pursuing fish much smaller than themselves! Why, they even attack their own kin! It seems no fish is safe around these ""angelic"" bullies. It makes one wonder who comes up with these names. Appearances— and names— can be deceiving.","FtrFishAngelfish","https://acnhcdn.com/latest/FtrIcon/FtrFishAngelfish.png",71,"Pet","Fish30","https://acnhcdn.com/latest/MenuIcon/Fish30.png","F36","Fluorescent",NA,"angelfish",NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM",NA,"4 PM – 9 AM",NA,"4 PM – 9 AM","4 PM – 9 AM",3000,"4 PM – 9 AM",NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,"4 PM – 9 AM",NA,"4 PM – 9 AM",NA,NA,"Small","1x1","2–5","Yes",20,"Medium","Any weather","River"
"Hard","I caught a betta! I betta not drop it!","Light blue","Black","Fish","FishBeta","https://acnhcdn.com/latest/BookFishIcon/FishBetaCropped.png","The betta has long fins and beautiful coloring. It is a tropical fish popular in decorative aquariums. They're very territorial and will fight to complete exhaustion, so aquarists must keep them carefully. Rarely do such beauty and violence commingle outside the rowdiest of sunset-viewing parties.","FtrFishBeta","https://acnhcdn.com/latest/FtrIcon/FtrFishBeta.png",71,"Pet","Fish77","https://acnhcdn.com/latest/MenuIcon/Fish77.png","F37","Fluorescent",NA,"betta",NA,"9 AM – 4 PM",NA,NA,NA,"9 AM – 4 PM","9 AM – 4 PM",NA,"9 AM – 4 PM",NA,"9 AM – 4 PM","9 AM – 4 PM",2500,"9 AM – 4 PM",NA,"9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM",NA,NA,"9 AM – 4 PM",NA,"9 AM – 4 PM",NA,NA,"Small","1x1","1–4","No",20,"Narrow","Any weather","River"
"Easy","I caught a neon tetra! Wasn't hard to track.","Light blue","Black","Fish","FishNeontetora","https://acnhcdn.com/latest/BookFishIcon/FishNeontetoraCropped.png","Hoo! Wonderful! The neon tetra is truly a marvel of the tropical-fish world. Just look at how tiny it is! And how very filled with...neon! I imagine its environment must be just as flashy as it is for it to have developed such colors. I wonder how flashy I might be, had I been raised somewhere even half as vibrant?","FtrFishNeontetora","https://acnhcdn.com/latest/FtrIcon/FtrFishNeontetora.png",71,"Pet","Fish31","https://acnhcdn.com/latest/MenuIcon/Fish31.png","F38","Fluorescent",NA,"neon tetra","9 AM – 4 PM","9 AM – 4 PM",NA,NA,NA,"9 AM – 4 PM","9 AM – 4 PM",NA,"9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM",500,"9 AM – 4 PM",NA,"9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM",NA,NA,"9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM",NA,"X-Small","1x1","2–3","No",0,"Medium","Any weather","River"
"Hard","I caught a rainbowfish! Where's my pot of goldfish?","Orange","Black","Fish","FishRainbowfish","https://acnhcdn.com/latest/BookFishIcon/FishRainbowfishCropped.png","The rainbowfish is a tropical fish known for its metallic colors and beautiful fins. There are over 50 different species, each unique and pleasing color. I must say, it does make me wish for feathers of a more exciting hue than ""underbaked brownie.""","FtrFishRainbowfish","https://acnhcdn.com/latest/FtrIcon/FtrFishRainbowfish.png",71,"Pet","Fish80","https://acnhcdn.com/latest/MenuIcon/Fish80.png","F39","Fluorescent",NA,"rainbowfish",NA,"9 AM – 4 PM",NA,NA,NA,"9 AM – 4 PM","9 AM – 4 PM",NA,"9 AM – 4 PM",NA,"9 AM – 4 PM","9 AM – 4 PM",800,"9 AM – 4 PM",NA,"9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM",NA,NA,"9 AM – 4 PM",NA,"9 AM – 4 PM",NA,NA,"X-Small","1x1","2–3","No",0,"Narrow","Any weather","River"
"Easy","I caught a dace! Hope I have some space!","Brown","Black","Fish","FishUgui","https://acnhcdn.com/latest/BookFishIcon/FishUguiCropped.png","Dace are shiny little fish that enjoy freshwater streams with gravelly bottoms and plenty of sunlight. What a fishy paradise...until the larger fish move in and begin eating the dace! Sadly, the shiny dace are easy for other fish to spot, which makes them a popular snack. However, this particular specimen here has no need to worry. There's a strict ""No Eating Your Neighbor"" policy at this institution.","FtrFishUgui","https://acnhcdn.com/latest/FtrIcon/FtrFishUgui.png",71,"Pet","Fish3","https://acnhcdn.com/latest/MenuIcon/Fish3.png","F4","Fluorescent",NA,"dace","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",240,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","Medium","1x1","3–10","Yes",0,"Wide","Any weather","River"
"Very Easy","I caught a piranha! Sure hope it was the only one!","Green","Black","Fish","FishPirania","https://acnhcdn.com/latest/BookFishIcon/FishPiraniaCropped.png","I am not exactly a fan of the piranha, despite knowing that they're mostly harmless. But those nasty, pointy teeth, Hoo. These infamous little blighters will attack when in groups. Imagine all of those hundreds of tiny teeth! To think that they're floundering about our peaceful waters, just waiting to strike. Well, never fear— I shall keep THIS one under the strictest lock and key, with nary a bathroom break allowed!","FtrFishPirania","https://acnhcdn.com/latest/FtrIcon/FtrFishPirania.png",71,"Pet","Fish32","https://acnhcdn.com/latest/MenuIcon/Fish32.png","F40","Fluorescent",NA,"piranha",NA,"9 AM – 4 PM; 9 PM – 4 AM",NA,NA,NA,"9 AM – 4 PM; 9 PM – 4 AM","9 AM – 4 PM; 9 PM – 4 AM",NA,NA,NA,NA,"9 AM – 4 PM; 9 PM – 4 AM",2500,NA,NA,"9 AM – 4 PM; 9 PM – 4 AM","9 AM – 4 PM; 9 PM – 4 AM","9 AM – 4 PM; 9 PM – 4 AM",NA,NA,"9 AM – 4 PM; 9 PM – 4 AM",NA,NA,NA,NA,"Small","1x1","1–3","Yes",20,"Very Wide","Any weather","River"
"Very Hard","I caught an arowana! I'd make a joke, but I don't 'wana.","Yellow","Black","Fish","FishArowana","https://acnhcdn.com/latest/BookFishIcon/FishArowanaCropped.png","It would seem your angling expertise knows no bounds! This beauteous arowana fetches a pretty Bell, though I'd venture to say that its true price is beyond measure. The arowana has been on the endangered-species list for some time. It's up to us to remain educated and do all we can to help preserve such magnificent creatures. Not to worry, old bean. This lovely fishy friend is in good wings here! On behalf of the museum, I thank you warmly for your unending generosity!","FtrFishArowana","https://acnhcdn.com/latest/FtrIcon/FtrFishArowana.png",71,"Pet","Fish33","https://acnhcdn.com/latest/MenuIcon/Fish33.png","F41","Fluorescent",NA,"arowana",NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,NA,"4 PM – 9 AM",10000,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,"4 PM – 9 AM",NA,NA,NA,NA,"Large","2x1","1–2","Yes",50,"Medium","Any weather","River"
"Very Hard","I caught a dorado! I say ""dorado,"" you say ""doraydo.""","Yellow","Black","Fish","FishDolado","https://acnhcdn.com/latest/BookFishIcon/FishDoladoCropped.png","Woo-hoo! So shiny! This massive fish's name, dorado, means ""golden"" in Spanish— a fitting title. They are also quite valuable, I understand. I congratulate you on your top-notch angling! They are rather large, eh wot? It makes one wonder what all they might feed on... Fowl, perhaps?! One quivers at the very thought! Well, it'll be safe behind glass, no doubt. Quite safe, hoo","FtrFishDolado","https://acnhcdn.com/latest/FtrIcon/FtrFishDolado.png",71,"Pet","Fish34","https://acnhcdn.com/latest/MenuIcon/Fish34.png","F42","Fluorescent",NA,"dorado",NA,"4 AM – 9 PM",NA,NA,NA,"4 AM – 9 PM","4 AM – 9 PM",NA,NA,NA,NA,"4 AM – 9 PM",15000,NA,NA,"4 AM – 9 PM","4 AM – 9 PM","4 AM – 9 PM",NA,NA,"4 AM – 9 PM",NA,NA,NA,NA,"X-Large","2x1","1–2","Yes",100,"Narrow","Any weather","River"
"Hard","I caught a gar! Yar! It's a gar! Har har!","Brown","Black","Fish","FishGa","https://acnhcdn.com/latest/BookFishIcon/FishGaCropped.png","Hoo hoo! So you have snagged a gar. Did you know this beastly fish can grow up to nine feet long? Indeed, the gar is a remnant of times long past— a living fossil, if you will. It not only has sharp teeth and armor-like scalesn, it has the ability to take breaths of air as well! Ah, to look upon this unusual fish is to get a glimpse of our prehistoric past.","FtrFishGa","https://acnhcdn.com/latest/FtrIcon/FtrFishGa.png",71,"Pet","Fish35","https://acnhcdn.com/latest/MenuIcon/Fish35.png","F43","Fluorescent",NA,"gar",NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,NA,"4 PM – 9 AM",6000,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,"4 PM – 9 AM",NA,NA,NA,NA,"X-Large","2x1","1–2","Yes",50,"Wide","Any weather","Pond"
"Very Hard","I caught an arapaima! How did it get here? Arapaiknow!","Black","Blue","Fish","FishPiraruku","https://acnhcdn.com/latest/BookFishIcon/FishPirarukuCropped.png","The stately arapaima is quite large. Indeed, it is among the largest freshwater fish there are. Furthermore, these fascinating fish make quite the family unit. That is to say, male arapaimas protect their young by holding them gently in their mouths. Meanwhile, female arapaimas swim circles around these full-mouthed fathers fending off predators. It simply goes to show that cold-blooded creatures can be heartwarming too.","FtrFishPiraruku","https://acnhcdn.com/latest/FtrIcon/FtrFishPiraruku.png",71,"Pet","Fish36","https://acnhcdn.com/latest/MenuIcon/Fish36.png","F44","No lighting",NA,"arapaima",NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,NA,"4 PM – 9 AM",10000,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,"4 PM – 9 AM",NA,NA,NA,NA,"XX-Large","3x2","1","No",50,"Narrow","Any weather (boosted in rain and snow)","River"
"Hard","Wow! A saddled bichir! And me without my tiny riding crop...","Brown","Black","Fish","FishEndorikerii","https://acnhcdn.com/latest/BookFishIcon/FishEndorikeriiCropped.png","What an elegant specimen you've found. The saddled bichir has a look entirely its own. They have poor eyesight, so they use their fine-tuned sniffers to seek out prey. Can you imagine relying solely on your sense of smell to find food? And if one nostril became clogged, would you be unable to tell how far away the scent was?","FtrFishEndlicheri","https://acnhcdn.com/latest/FtrIcon/FtrFishEndlicheri.png",71,"Pet","Fish68","https://acnhcdn.com/latest/MenuIcon/Fish68.png","F45","Fluorescent",NA,"saddled bichir",NA,"9 PM – 4 AM",NA,NA,NA,"9 PM – 4 AM","9 PM – 4 AM",NA,NA,NA,NA,"9 PM – 4 AM",4000,NA,NA,"9 PM – 4 AM","9 PM – 4 AM","9 PM – 4 AM",NA,NA,"9 PM – 4 AM",NA,NA,NA,NA,"Large","2x1","1","Yes",20,"Narrow","Any weather","River"
"Very Hard","I caught a sturgeon! Wonder if it can perform sturgery...","Black","Black","Fish","FishTyouzame","https://acnhcdn.com/latest/BookFishIcon/FishTyouzameCropped.png","The sturgeon is a large and long-lived fish which has changed little in the last 300 million years. One curious behavior of theirs is leaping high out of the water and falling back in on their sides. The smacking sounds of their re-entry can be heard for up to half a mile away, likely more underwater! No one knows why they do it, but I like to think it's their impression of bread popping out of a toaster!","FtrFishTyouzame","https://acnhcdn.com/latest/FtrIcon/FtrFishTyouzame.png",71,"Pet","Fish75","https://acnhcdn.com/latest/MenuIcon/Fish75.png","F46","Fluorescent",NA,"sturgeon",NA,NA,"All day","All day","All day",NA,NA,"All day",NA,"All day","All day","All day",10000,"All day","All day",NA,NA,NA,"All day","All day","All day","All day",NA,NA,"All day","XX-Large","2x1","1–4","Yes",20,"Very Narrow","Any weather (boosted in rain and snow)","River (mouth)"
"Easy","I caught a sea butterfly! Try not to confuse it for a sea moth!","White","Black","Fish","FishKurione","https://acnhcdn.com/latest/BookFishIcon/FishKurioneCropped.png","Such mystery! Such grace! Did you know that the sea butterfly's scientific name is Thecosomata? A very rough translation of that is 'shell body.' Indeed, this illustrious creature is related to snails! However, it reminds me much more of an elegant feathered friend, the way it flies through the water. With such grace in flying, one shouldn't wonder if it's related to the owl, hoo hoo!","FtrFishKurione","https://acnhcdn.com/latest/FtrIcon/FtrFishKurione.png",71,"Pet","Fish37","https://acnhcdn.com/latest/MenuIcon/Fish37.png","F47","Fluorescent",NA,"sea butterfly",NA,NA,"All day","All day","All day",NA,NA,"All day",NA,NA,NA,NA,1000,NA,"All day",NA,NA,NA,"All day","All day",NA,NA,NA,NA,"All day","X-Small","1x1","10–11","No",0,"Very Narrow","Any weather","Sea"
"Medium","I caught a sea horse! But...where's its sea jockey?","Orange","Black","Fish","FishTatsunootoshigo","https://acnhcdn.com/latest/BookFishIcon/FishTatsunootoshigoCropped.png","Ah, a favorite of mine, to be sure! The sea horse is such a very unique creature and is indeed a fish! Though, as far as fish go, sea horses are not great swimmers. The sea horse, you see, has but a wee fin on its back, which propels it through water rather poorly. Thus these fish are often found using their prehensile tails to hold tight in amongst the sea grass. And here's one final fact for you... Sea horses have no stomach and so must constantly feed to stay alive! Indeed, the life of a land horse sounds far easier than that of the hardworking horse of the sea.","FtrFishTatsunootoshigo","https://acnhcdn.com/latest/FtrIcon/FtrFishTatsunootoshigo.png",71,"Pet","Fish39","https://acnhcdn.com/latest/MenuIcon/Fish39.png","F48","Fluorescent",NA,"sea horse","All day","All day",NA,NA,NA,"All day","All day",NA,"All day","All day","All day","All day",1100,"All day",NA,"All day","All day","All day",NA,NA,"All day","All day","All day","All day",NA,"X-Small","1x1","5–7","No",0,"Narrow","Any weather","Sea"
"Medium","I caught a clown fish! How many can fit in a carfish?","Orange","Black","Fish","FishKumanomi","https://acnhcdn.com/latest/BookFishIcon/FishKumanomiCropped.png","Few can deny the delightful qualities of the clown fish. These vibrant fishes make their home among venomous anemones. It's a mutually beneficial arrangement. The clown fish finds safety in the anemone's wriggling arms, as well as leftover scraps of food. In return, clown fish ward off parasites and predators for the anemone. Thus these colorful fish remind us of the importance of maintaining good cheer among our roommates.","FtrFishKumanomi","https://acnhcdn.com/latest/FtrIcon/FtrFishKumanomi.png",71,"Pet","Fish40","https://acnhcdn.com/latest/MenuIcon/Fish40.png","F49","Fluorescent",NA,"clown fish","All day","All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,"All day",650,NA,NA,"All day","All day","All day",NA,NA,"All day",NA,"All day","All day",NA,"X-Small","1x1","5–6","No",0,"Medium","Any weather","Sea"
"Very Easy","I caught a carp! If I catch another they can carpool!","Gray","Black","Fish","FishKoi","https://acnhcdn.com/latest/BookFishIcon/FishKoiCropped.png","Oh, the carp... have you ever seen their teeth? For your sake, I hope you have not! Carp have teeth in their throat strong enough to crunch on hard things like shells and fingers! A good rule of thumb when dealing with other species is to keep your fingers out of their mouths. Although, having neither thumbs nor fingers, I am quite safe from this little fellow!","FtrFishKoi","https://acnhcdn.com/latest/FtrIcon/FtrFishKoi.png",71,"Pet","Fish5","https://acnhcdn.com/latest/MenuIcon/Fish5.png","F5","Fluorescent",NA,"carp","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",300,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","Large","1x1","3–9","Yes",0,"Medium","Any weather","Pond"
"Easy","I caught a surgeonfish! Scalpel! Forceps! Fish hook!","Blue","Black","Fish","FishNanyouhagi","https://acnhcdn.com/latest/BookFishIcon/FishNanyouhagiCropped.png","Hoo! Careful, now! These fish are particularly dangerous, despite their seemingly docile appearance. With its saturated blue and yellow tones, the surgeonfish is quite breathtaking. It's got to keep up with all the other vibrant fish that live in the coral too, I wager. Quite the competition! Its spine is sharp as a blade, so care must be taken when handling these beauties...","FtrFishNanyouhagi","https://acnhcdn.com/latest/FtrIcon/FtrFishNanyouhagi.png",71,"Pet","Fish41","https://acnhcdn.com/latest/MenuIcon/Fish41.png","F50","Fluorescent",NA,"surgeonfish","All day","All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,"All day",1000,NA,NA,"All day","All day","All day",NA,NA,"All day",NA,"All day","All day",NA,"Small","1x1","2","No",0,"Medium","Any weather","Sea"
